@relation spambase-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-weka.filters.unsupervised.attribute.Standardize

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_free numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_data numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute Class {1,0}

@data
-0.350802,-0.15817,-0.544982,-0.06702,1.411765,-0.343715,-0.310311,-0.298716,-0.322531,-0.410578,-0.322418,-0.631419,-0.346527,-0.197586,-0.180281,-0.295806,-0.312122,-0.323035,-0.208953,-0.195845,1.543211,-0.113228,-0.322395,-0.209883,-0.334487,-0.296899,-0.23098,-0.211656,-0.156807,-0.209813,-0.16045,-0.140149,-0.21724,-0.141726,-0.170979,-0.224973,-0.311833,-0.067061,-0.190431,-0.170522,-0.107032,-0.17163,-0.192536,-0.120961,-0.288011,-0.181332,-0.060901,-0.119983,-0.159938,0.481957,-0.125932,1.394272,-0.369378,-0.142025,-0.113006,-0.316618,-0.403656,1
-0.350802,0.278734,1.605349,-0.06702,3.295223,1.534588,2.518594,-0.298716,-0.322531,-0.410578,2.393103,0.534123,-0.346527,-0.197586,-0.180281,0.961052,1.764987,1.58891,1.319308,-0.195845,0.643654,-0.113228,1.497083,-0.209883,-0.334487,-0.296899,-0.23098,-0.211656,-0.156807,-0.209813,-0.16045,-0.140149,0.881649,-0.141726,-0.170979,-0.224973,-0.311833,-0.067061,-0.190431,-0.170522,-0.107032,-0.17163,-0.192536,-0.120961,-0.288011,-0.181332,-0.060901,-0.119983,-0.159938,-0.552023,0.595768,1.885567,3.341537,0.263421,-0.072494,-0.239035,-0.307356,1
-0.350802,-0.15817,1.175282,-0.06702,0.341619,-0.343715,-0.310311,1.17953,-0.322531,-0.410578,-0.322418,-0.631419,-0.346527,-0.197586,-0.180281,0.039356,-0.312122,-0.323035,-0.30381,-0.195845,-0.451089,-0.113228,-0.322395,-0.209883,-0.334487,-0.296899,-0.23098,-0.211656,-0.156807,-0.209813,-0.16045,-0.140149,-0.21724,-0.141726,-0.170979,-0.224973,-0.311833,-0.067061,-0.190431,0.440995,-0.107032,-0.17163,-0.192536,-0.120961,-0.288011,-0.181332,-0.060901,-0.119983,-0.159938,0.593182,-0.125932,-0.360877,-0.369378,-0.142025,-0.107486,-0.330724,-0.276291,1
1.529487,-0.15817,1.666787,-0.06702,0.313082,-0.343715,2.59942,-0.298716,-0.322531,-0.410578,-0.322418,-0.031997,-0.346527,-0.197586,-0.180281,0.350578,0.756105,-0.323035,1.377277,-0.195845,0.227821,-0.113228,5.345978,-0.209883,-0.334487,-0.296899,-0.23098,-0.211656,-0.156807,-0.209813,-0.16045,-0.140149,-0.21724,-0.141726,-0.170979,-0.224973,-0.311833,-0.067061,-0.190431,-0.170522,-0.107032,-0.17163,-0.192536,-0.120961,0.191242,-0.181332,-0.060901,-0.119983,-0.159938,-0.552023,-0.125932,1.710235,0.913407,-0.142025,-0.016023,0.106562,-0.178437,1
4.38474,-0.15817,0.847613,-0.06702,-0.457424,-0.343715,1.521742,-0.298716,-0.322531,-0.410578,-0.322418,3.919744,2.097036,-0.197586,-0.180281,1.332125,-0.312122,-0.323035,0.539368,-0.195845,1.051,-0.113228,4.436239,-0.209883,-0.334487,-0.296899,-0.23098,-0.211656,-0.156807,-0.209813,-0.16045,-0.140149,-0.21724,-0.141726,-0.170979,-0.224973,-0.311833,-0.067061,-0.190431,-0.170522,-0.107032,-0.17163,-0.192536,-0.120961,0.315493,-0.181332,-0.060901,-0.119983,-0.159938,-0.552023,-0.125932,2.67091,0.648705,-0.142025,-0.042048,-0.105028,-0.246779,1
0.972364,-0.15817,3.346093,-0.06702,1.169199,-0.343715,-0.310311,-0.298716,1.086379,0.302102,-0.322418,-0.631419,-0.346527,-0.197586,-0.180281,-0.295806,-0.312122,-0.323035,-0.69905,1.890272,-0.688708,-0.113228,-0.322395,-0.209883,-0.116775,-0.296899,-0.23098,-0.211656,-0.156807,-0.209813,-0.16045,-0.140149,-0.21724,-0.141726,-0.170979,-0.224973,-0.311833,-0.067061,-0.190431,-0.170522,-0.107032,-0.17163,-0.192536,-0.120961,-0.288011,-0.181332,-0.060901,-0.119983,-0.159938,-0.552023,-0.125932,1.396098,-0.069044,-0.142025,14.561977,7.928333,1.370143,1
-0.350802,-0.15817,-0.544982,-0.06702,-0.457424,-0.343715,-0.310311,-0.298716,-0.322531,-0.410578,-0.322418,-0.631419,-0.346527,-0.197586,-0.180281,-0.295806,-0.312122,2.226225,2.810681,-0.195845,-0.688708,-0.113228,-0.322395,-0.209883,-0.334487,-0.296899,-0.23098,-0.211656,-0.156807,-0.209813,-0.16045,-0.140149,-0.21724,-0.141726,-0.170979,-0.224973,-0.311833,-0.067061,-0.190431,-0.170522,-0.107032,-0.17163,-0.192536,-0.120961,-0.288011,-0.181332,-0.060901,-0.119983,-0.159938,-0.552023,-0.125932,0.546833,-0.369378,-0.142025,-0.02409,-0.267247,-0.381911,1
-0.350802,0.59801,-0.544982,-0.06702,-0.457424,-0.343715,-0.310311,-0.298716,-0.322531,-0.410578,-0.322418,-0.631419,-0.346527,-0.197586,-0.180281,0.781501,-0.312122,2.972794,1.013656,-0.195845,1.619588,-0.113228,-0.322395,-0.209883,-0.334487,-0.296899,-0.23098,-0.211656,-0.156807,-0.209813,-0.16045,-0.140149,-0.21724,-0.141726,-0.170979,-0.224973,-0.311833,-0.067061,-0.190431,-0.170522,-0.107032,-0.17163,-0.192536,-0.120961,0.510744,-0.181332,-0.060901,-0.119983,-0.159938,-0.552023,-0.125932,-0.134406,0.495993,-0.142025,0.007529,-0.083869,-0.313569,1
1.668767,-0.15817,0.151315,-0.06702,-0.300469,0.053619,-0.310311,-0.298716,-0.322531,0.020781,0.878678,0.400918,2.995405,-0.197586,-0.180281,0.398459,0.142864,-0.122736,1.308769,-0.195845,0.592736,-0.113228,1.707023,0.614344,-0.334487,-0.296899,-0.23098,-0.211656,-0.156807,-0.209813,-0.16045,-0.140149,-0.21724,-0.141726,-0.170979,-0.224973,-0.311833,-0.067061,0.722509,-0.170522,-0.107032,-0.17163,-0.192536,-0.120961,-0.190386,-0.181332,-0.060901,0.222706,-0.159938,-0.037093,-0.125932,0.893844,0.160025,1.350553,0.055633,1.926235,1.652833,1
-0.072241,-0.090954,1.011448,-0.06702,0.755409,3.340648,0.363238,0.150037,1.864987,-0.26054,0.565349,0.023505,0.264364,-0.197586,8.214247,0.003446,-0.153866,1.370402,-0.050857,0.270787,-0.33228,-0.113228,2.651751,-0.066539,-0.334487,-0.296899,-0.23098,-0.211656,-0.156807,-0.209813,-0.16045,-0.140149,-0.21724,-0.141726,-0.170979,-0.224973,-0.311833,-0.067061,-0.190431,0.004197,-0.107032,-0.17163,0.613181,0.013451,-0.217011,-0.099353,-0.060901,-0.119983,-0.159938,-0.292498,-0.125932,0.274702,0.210929,-0.08856,0.039349,4.345412,1.730495,1
